#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-10-31T19:46:12 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-10-31T19:46:12	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VI/49/bound_18&-order=I&-out=RAB1875&-out=DEB1875&-out=cst&-out=type&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_6049
#Name: VI/49
#Title: Constellation Boundary Data (Davenhall+ 1989)
#INFO	ivoid=ivo://cds.vizier/vi/49	    IVOID of underlying data collection
#INFO	creator=Davenhall A.C.	    First author or institution
#INFO	cites=bibcode:1997yCat.6049....0D	    Bibcode of the dataset
#INFO	original_date=1997	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VI/49	    Dataset landing page
#INFO	publication_date=2024-10-02	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B1875:	eq_FK4 B1875
#Table	VI_49_bound_18:
#Name: VI/49/bound_18
#Title: Boundaries for B1875 (original file)
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAB1875	(F8.4)	[0/24]? Right ascension in decimal hours (B1875)	[ucd=pos.eq.ra;meta.main]
#Column	DEB1875	(F9.5)	[-90/88]? Declination in degrees (1875)	[ucd=pos.eq.dec;meta.main]
#Column	cst	(A4)	Constellation abbreviation	[ucd=meta.id.part]
#Column	type	(A1)	[O] Type of point (O = original)	[ucd=meta.note]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;RAB1875;DEB1875;cst;type;_RA.icrs;_DE.icrs
232.207215;-48.437151;229.9999;-48.00000;LUP ;O;232.2072;-48.43715
237.247247;-48.388063;235.0000;-48.00000;LUP ;O;237.2472;-48.38806
237.124543;-42.388674;235.0000;-42.00000;LUP ;O;237.1245;-42.38867
242.152787;-42.336707;240.0000;-42.00000;LUP ;O;242.1528;-42.33671
241.947666;-29.837783;240.0000;-29.50000;LUP ;O;241.9477;-29.83778
236.929932;-29.889639;235.0000;-29.50000;LUP ;O;236.9299;-29.88964
225.630723;-29.994908;223.7500;-29.50000;LUP ;O;225.6307;-29.99491
225.796246;-42.494218;223.7500;-42.00000;LUP ;O;225.7962;-42.49422
214.450192;-42.580695;212.5000;-42.00000;LUP ;O;214.4502;-42.58070
112.560481;+35.244546;110.5000;+35.50000;LYN ;O;112.5605;+35.24455
112.733870;+44.243566;110.5000;+44.50000;LYN ;O;112.7339;+44.24357
104.265044;+44.341845;102.0000;+44.50000;LYN ;O;104.2650;+44.34185
104.406085;+49.841009;102.0000;+50.00000;LYN ;O;104.4061;+49.84101
099.919190;+49.894589;097.5000;+50.00000;LYN ;O;099.9192;+49.89459
100.045747;+53.893828;097.5000;+54.00000;LYN ;O;100.0457;+53.89383
094.057081;+53.966247;091.5000;+54.00000;LYN ;O;094.0571;+53.96625
094.130798;+55.965799;091.5000;+56.00000;LYN ;O;094.1308;+55.96580
094.407131;+61.964121;091.5000;+62.00000;LYN ;O;094.4071;+61.96412
107.851235;+61.803160;105.0000;+62.00000;LYN ;O;107.8512;+61.80316
107.752888;+59.803735;105.0000;+60.00000;LYN ;O;107.7529;+59.80373
122.128811;+59.643428;119.5000;+60.00000;LYN ;O;122.1288;+59.64343
128.798840;+59.576026;126.2500;+60.00000;LYN ;O;128.7988;+59.57603
128.439851;+46.577762;126.2500;+47.00000;LYN ;O;128.4399;+46.57776
139.590483;+46.478325;137.5000;+47.00000;LYN ;O;139.5905;+46.47832
139.512267;+41.478637;137.5000;+42.00000;LYN ;O;139.5123;+41.47864
145.709026;+41.431721;143.7499;+42.00000;LYN ;O;145.7090;+41.43172
145.681756;+39.181815;143.7499;+39.75000;LYN ;O;145.6818;+39.18181
140.721408;+39.218861;138.7500;+39.75000;LYN ;O;140.7214;+39.21886
140.645774;+32.969154;138.7500;+33.50000;LYN ;O;140.6458;+32.96915
121.993000;+33.141535;120.0000;+33.50000;LYN ;O;121.9930;+33.14153
118.257851;+33.181245;116.2500;+33.50000;LYN ;O;118.2579;+33.18124
118.289477;+35.181075;116.2500;+35.50000;LYN ;O;118.2895;+35.18107
284.277132;+25.664147;283.0000;+25.50000;LYR ;O;284.2771;+25.66415
284.269841;+26.164104;283.0000;+26.00000;LYR ;O;284.2698;+26.16410
276.762858;+26.074363;275.5000;+26.00000;LYR ;O;276.7629;+26.07436
276.700772;+30.073989;275.5000;+30.00000;LYR ;O;276.7008;+30.07399
273.824361;+30.039171;272.6250;+30.00000;LYR ;O;273.8244;+30.03917
273.466876;+47.537005;272.6250;+47.50000;LYR ;O;273.4669;+47.53701
274.342391;+47.547618;273.4999;+47.50000;LYR ;O;274.3424;+47.54762
287.120679;+47.699867;286.2499;+47.50000;LYR ;O;287.1207;+47.69987
288.375553;+47.714393;287.5000;+47.50000;LYR ;O;288.3756;+47.71439
288.470340;+43.714940;287.5000;+43.50000;LYR ;O;288.4703;+43.71494
291.983560;+43.755030;291.0000;+43.50000;LYR ;O;291.9836;+43.75503
292.119652;+36.755800;291.0000;+36.50000;LYR ;O;292.1197;+36.75580
291.492616;+36.748712;290.3749;+36.50000;LYR ;O;291.4926;+36.74871
291.598764;+30.249315;290.3749;+30.00000;LYR ;O;291.5988;+30.24931
290.095234;+30.232197;288.8749;+30.00000;LYR ;O;290.0952;+30.23220
290.132616;+27.732412;288.8749;+27.50000;LYR ;O;290.1326;+27.73241
290.161303;+25.732577;288.8749;+25.50000;LYR ;O;290.1613;+25.73258
109.018459;-85.261464;115.0000;-85.00000;MEN ;O;109.0185;-85.26146
048.232175;-84.555311;052.5000;-85.00000;MEN ;O;048.2322;-84.55531
050.091090;-82.064383;052.5000;-82.50000;MEN ;O;050.0911;-82.06438
052.075423;-74.574056;052.5000;-75.00000;MEN ;O;052.0754;-74.57406
067.957058;-74.743113;068.7499;-75.00000;MEN ;O;067.9571;-74.74311
068.581166;-69.746668;068.7499;-70.00000;MEN ;O;068.5812;-69.74667
098.454020;-70.104127;098.7499;-70.00000;MEN ;O;098.4540;-70.10413
097.770215;-75.100029;098.7499;-75.00000;MEN ;O;097.7702;-75.10003
114.214226;-75.289941;115.0000;-75.00000;MEN ;O;114.2142;-75.28994
111.651257;-82.775908;115.0000;-82.50000;MEN ;O;111.6513;-82.77591
306.897942;-27.591311;304.9999;-28.00000;MIC ;O;306.8979;-27.59131
321.831570;-27.459631;319.9999;-28.00000;MIC ;O;321.8316;-27.45963
321.928013;-36.459253;319.9999;-37.00000;MIC ;O;321.9280;-36.45925
322.042285;-44.958808;319.9999;-45.50000;MIC ;O;322.0423;-44.95881
307.169292;-45.089965;304.9999;-45.50000;MIC ;O;307.1693;-45.08997
095.225464;-00.053705;093.6250;+00.00000;MON ;O;095.2255;-00.05370
095.347815;+09.945552;093.6250;+10.00000;MON ;O;095.3478;+09.94555
096.347453;+09.933452;094.6249;+10.00000;MON ;O;096.3475;+09.93345
096.372547;+11.933300;094.6249;+12.00000;MON ;O;096.3725;+11.93330
105.742598;+11.821352;103.9999;+12.00000;MON ;O;105.7426;+11.82135
105.718246;+09.821495;103.9999;+10.00000;MON ;O;105.7182;+09.82149
106.717663;+09.809783;105.0000;+10.00000;MON ;O;106.7177;+09.80978
106.664104;+05.310095;105.0000;+05.50000;MON ;O;106.6641;+05.31009
106.914057;+05.307175;105.2500;+05.50000;MON ;O;106.9141;+05.30717
106.867181;+01.307448;105.2500;+01.50000;MON ;O;106.8672;+01.30745
109.616703;+01.275578;108.0000;+01.50000;MON ;O;109.6167;+01.27558
109.599449;-00.224323;108.0000;+00.00000;MON ;O;109.5994;-00.22432
122.848793;-00.369384;121.2499;+00.00000;MON ;O;122.8488;-00.36938
122.733960;-11.368800;121.2499;-11.00000;MON ;O;122.7340;-11.36880
111.973184;-11.252143;110.5000;-11.00000;MON ;O;111.9732;-11.25214
093.215414;-11.030146;091.7500;-11.00000;MON ;O;093.2154;-11.03015
088.965578;-10.978522;087.4999;-11.00000;MON ;O;088.9656;-10.97852
089.052163;-03.979050;087.4999;-04.00000;MON ;O;089.0522;-03.97905
095.176930;-04.053410;093.6250;-04.00000;MON ;O;095.1769;-04.05341
170.084615;-64.684343;168.7500;-64.00000;MUS ;O;170.0846;-64.68434
169.856725;-75.684099;168.7500;-75.00000;MUS ;O;169.8567;-75.68410
207.781426;-75.623679;205.0000;-75.00000;MUS ;O;207.7814;-75.62368
207.460839;-70.624524;205.0000;-70.00000;MUS ;O;207.4608;-70.62452
207.267970;-65.625030;205.0000;-65.00000;MUS ;O;207.2680;-65.62503
204.707420;-65.637956;202.5000;-65.00000;MUS ;O;204.7074;-65.63796
204.680222;-64.638021;202.5000;-64.00000;MUS ;O;204.6802;-64.63802
194.438279;-64.677043;192.4999;-64.00000;MUS ;O;194.4383;-64.67704
179.057196;-64.695870;177.4999;-64.00000;MUS ;O;179.0572;-64.69587
232.549869;-60.435548;229.9999;-60.00000;NOR ;O;232.5499;-60.43555
249.034748;-60.264493;246.3124;-60.00000;NOR ;O;249.0347;-60.26449
248.570630;-45.767081;246.3124;-45.50000;NOR ;O;248.5706;-45.76708
248.494784;-42.267503;246.3124;-42.00000;NOR ;O;248.4948;-42.26750
242.152787;-42.336707;240.0000;-42.00000;NOR ;O;242.1528;-42.33671
237.124543;-42.388674;235.0000;-42.00000;NOR ;O;237.1245;-42.38867
237.247247;-48.388063;235.0000;-48.00000;NOR ;O;237.2472;-48.38806
232.207215;-48.437151;229.9999;-48.00000;NOR ;O;232.2072;-48.43715
232.353359;-54.436468;229.9999;-54.00000;NOR ;O;232.3534;-54.43647
228.056697;-54.475669;225.7500;-54.00000;NOR ;O;228.0567;-54.47567
228.083481;-55.475552;225.7500;-55.00000;NOR ;O;228.0835;-55.47555
232.381893;-55.436335;229.9999;-55.00000;NOR ;O;232.3819;-55.43633
000.801746;-89.303803;000.0000;-90.00000;OCT ;O;        ;
001.533367;-81.803864;000.0000;-82.50000;OCT ;O;        ;
050.091090;-82.064383;052.5000;-82.50000;OCT ;O;050.0911;-82.06438
048.232175;-84.555311;052.5000;-85.00000;OCT ;O;048.2322;-84.55531
109.018459;-85.261464;115.0000;-85.00000;OCT ;O;109.0185;-85.26146
111.651257;-82.775908;115.0000;-82.50000;OCT ;O;111.6513;-82.77591
209.111251;-83.120165;205.0000;-82.50000;OCT ;O;209.1113;-83.12017
276.866607;-82.458278;270.0000;-82.50000;OCT ;O;276.8666;-82.45828
274.195298;-74.974524;270.0000;-75.00000;OCT ;O;274.1953;-74.97452
323.184868;-74.454408;319.9999;-75.00000;OCT ;O;323.1849;-74.45441
351.997813;-74.312376;349.9999;-75.00000;OCT ;O;351.9978;-74.31238
001.566227;-74.303869;360.0000;-75.00000;OCT ;O;001.5662;-74.30387
000.801746;-89.303803;360.0000;-90.00000;OCT ;O;000.8019;-89.30389
000.801746;-89.303803;180.0000;-90.00000;OCT ;O;000.8019;-89.30389
245.602590;-00.296366;244.0000;+00.00000;OPH ;O;245.6026;-00.29637
245.558562;+03.703395;244.0000;+04.00000;OPH ;O;245.5586;+03.70340
252.805863;+03.785224;251.2500;+04.00000;OPH ;O;252.8059;+03.78522
252.701431;+12.617958;251.2500;+12.83333;OPH ;O;252.7014;+12.61796
260.195814;+12.706166;258.7500;+12.83333;OPH ;O;260.1958;+12.70617
260.176866;+14.206054;258.7500;+14.33333;OPH ;O;260.1769;+14.20605
275.173253;+14.387493;273.7500;+14.33333;OPH ;O;275.1733;+14.38749
275.203075;+12.054343;273.7500;+12.00000;OPH ;O;275.2031;+12.05434
281.388018;+12.128784;279.9333;+12.00000;OPH ;O;281.3880;+12.12878
281.458537;+06.379205;279.9333;+06.25000;OPH ;O;281.4585;+06.37920
275.274593;+06.304775;273.7500;+06.25000;OPH ;O;275.2746;+06.30477
275.295980;+04.554904;273.7500;+04.50000;OPH ;O;275.2960;+04.55490
277.921044;+04.586629;276.3750;+04.50000;OPH ;O;277.9210;+04.58663
277.939207;+03.086738;276.3750;+03.00000;OPH ;O;277.9392;+03.08674
275.314227;+03.055015;273.7500;+03.00000;OPH ;O;275.3142;+03.05501
275.350594;+00.055234;273.7500;+00.00000;OPH ;O;275.3506;+00.05523
269.101002;-00.020637;267.4999;+00.00000;OPH ;O;269.1010;-00.02064
269.149657;-04.020342;267.4999;-04.00000;OPH ;O;269.1497;-04.02034
271.149630;-03.996046;269.5000;-04.00000;OPH ;O;271.1496;-03.99605
271.223692;-09.995598;269.5000;-10.00000;OPH ;O;271.2237;-09.99560
266.723715;-10.050228;265.0000;-10.00000;OPH ;O;266.7237;-10.05023
266.744657;-11.716772;265.0000;-11.66667;OPH ;O;266.7447;-11.71677
265.494392;-11.731909;263.7499;-11.66667;OPH ;O;265.4944;-11.73191
265.473485;-10.065364;263.7499;-10.00000;OPH ;O;265.4735;-10.06536
259.222055;-10.140434;257.5000;-10.00000;OPH ;O;259.2221;-10.14043
259.297407;-16.139990;257.5000;-16.00000;OPH ;O;259.2974;-16.13999
265.800151;-16.061878;264.0000;-16.00000;OPH ;O;265.8002;-16.06188
266.001802;-30.060665;264.0000;-30.00000;OPH ;O;266.0018;-30.06066
253.235324;-30.212321;251.2500;-30.00000;OPH ;O;253.2353;-30.21232
253.155636;-24.796107;251.2500;-24.58333;OPH ;O;253.1556;-24.79611
245.891429;-24.878133;244.0000;-24.58333;OPH ;O;245.8914;-24.87813
245.822948;-19.545174;244.0000;-19.25000;OPH ;O;245.8229;-19.54517
247.450647;-19.527162;245.6250;-19.25000;OPH ;O;247.4506;-19.52716
247.438187;-18.527231;245.6250;-18.25000;OPH ;O;247.4382;-18.52723
245.810644;-18.545241;244.0000;-18.25000;OPH ;O;245.8106;-18.54524
245.691176;-08.295887;244.0000;-08.00000;OPH ;O;245.6912;-08.29589
240.437216;-08.352322;238.7500;-08.00000;OPH ;O;240.4372;-08.35232
240.386891;-03.602581;238.7500;-03.25000;OPH ;O;240.3869;-03.60258
245.638367;-03.546173;244.0000;-03.25000;OPH ;O;245.6384;-03.54617
070.852158;+00.237507;069.2500;+00.00000;ORI ;O;070.8522;+00.23751
071.033824;+15.736456;069.2500;+15.50000;ORI ;O;071.0338;+15.73646
076.288716;+15.675530;074.5000;+15.50000;ORI ;O;076.2887;+15.67553
076.295070;+16.175492;074.5000;+16.00000;ORI ;O;076.2951;+16.17549
081.798500;+16.110102;079.9999;+16.00000;ORI ;O;081.7985;+16.11010
081.792019;+15.610142;079.9999;+15.50000;ORI ;O;081.7920;+15.61014
085.793426;+15.561919;084.0000;+15.50000;ORI ;O;085.7934;+15.56192
085.754842;+12.562154;084.0000;+12.50000;ORI ;O;085.7548;+12.56215
088.255154;+12.531851;086.5000;+12.50000;ORI ;O;088.2552;+12.53185
088.326947;+18.031413;086.5000;+18.00000;ORI ;O;088.3269;+18.03141
087.326766;+18.043546;085.5000;+18.00000;ORI ;O;087.3268;+18.04355
087.393573;+22.876469;085.5000;+22.83333;ORI ;O;087.3936;+22.87647
090.143819;+22.843086;088.2499;+22.83333;ORI ;O;090.1438;+22.84309
090.124931;+21.509871;088.2499;+21.50000;ORI ;O;090.1249;+21.50987
095.123901;+21.449178;093.2500;+21.50000;ORI ;O;095.1239;+21.44918
095.069353;+17.449509;093.2500;+17.50000;ORI ;O;095.0694;+17.44951
096.443698;+17.432869;094.6249;+17.50000;ORI ;O;096.4437;+17.43287
096.372547;+11.933300;094.6249;+12.00000;ORI ;O;096.3725;+11.93330
096.347453;+09.933452;094.6249;+10.00000;ORI ;O;096.3475;+09.93345
095.347815;+09.945552;093.6250;+10.00000;ORI ;O;095.3478;+09.94555
095.225464;-00.053705;093.6250;+00.00000;ORI ;O;095.2255;-00.05370
095.176930;-04.053410;093.6250;-04.00000;ORI ;O;095.1769;-04.05341
089.052163;-03.979050;087.4999;-04.00000;ORI ;O;089.0522;-03.97905
088.965578;-10.978522;087.4999;-11.00000;ORI ;O;088.9656;-10.97852
077.719823;-10.843216;076.2499;-11.00000;ORI ;O;077.7198;-10.84322
077.804191;-03.843720;076.2499;-04.00000;ORI ;O;077.8042;-03.84372
071.556158;-03.770811;070.0000;-04.00000;ORI ;O;071.5562;-03.77081
071.602114;+00.228922;070.0000;+00.00000;ORI ;O;071.6021;+00.22892
274.195298;-74.974524;270.0000;-75.00000;PAV ;O;274.1953;-74.97452
323.184868;-74.454408;319.9999;-75.00000;PAV ;O;323.1849;-74.45441
322.348654;-59.457623;319.9999;-60.00000;PAV ;O;322.3487;-59.45762
307.564873;-59.588011;304.9999;-60.00000;PAV ;O;307.5649;-59.58801
307.458858;-56.588534;304.9999;-57.00000;PAV ;O;307.4589;-56.58853
272.672317;-56.983775;270.0000;-57.00000;PAV ;O;272.6723;-56.98377
265.168259;-57.074788;262.5000;-57.00000;PAV ;O;265.1683;-57.07479
265.775848;-67.571125;262.5000;-67.50000;PAV ;O;265.7758;-67.57112
273.280189;-67.480084;270.0000;-67.50000;PAV ;O;273.2802;-67.48008
321.583416;+02.539386;319.9999;+02.00000;PEG ;O;321.5834;+02.53939
321.501042;+13.039059;319.9999;+12.50000;PEG ;O;321.5010;+13.03906
318.244484;+13.013198;316.7500;+12.50000;PEG ;O;318.2445;+13.01320
318.250228;+12.346552;316.7500;+11.83333;PEG ;O;318.2502;+12.34655
317.248310;+12.338258;315.7500;+11.83333;PEG ;O;317.2483;+12.33826
317.178741;+20.004630;315.7500;+19.50000;PEG ;O;317.1787;+20.00463
320.188364;+20.029069;318.7500;+19.50000;PEG ;O;320.1884;+20.02907
320.151655;+24.028920;318.7500;+23.50000;PEG ;O;320.1517;+24.02892
322.661986;+24.048194;321.2500;+23.50000;PEG ;O;322.6620;+24.04819
322.620121;+28.548032;321.2500;+28.00000;PEG ;O;322.6201;+28.54803
327.395141;+28.581770;325.9999;+28.00000;PEG ;O;327.3951;+28.58177
327.319922;+36.581511;325.9999;+36.00000;PEG ;O;327.3199;+36.58151
329.460991;+36.595346;328.1250;+36.00000;PEG ;O;329.4610;+36.59535
331.350442;+36.606870;330.0000;+36.00000;PEG ;O;331.3504;+36.60687
331.359522;+35.606898;330.0000;+35.00000;PEG ;O;331.3595;+35.60690
343.706482;+35.665569;342.2500;+35.00000;PEG ;O;343.7065;+35.66557
343.709148;+35.165574;342.2500;+34.50000;PEG ;O;343.7091;+35.16557
344.465240;+35.168194;343.0000;+34.50000;PEG ;O;344.4652;+35.16819
354.044092;+35.191265;352.5000;+34.50000;PEG ;O;354.0441;+35.19126
354.049074;+32.774601;352.5000;+32.08333;PEG ;O;354.0491;+32.77460
357.828014;+32.778461;356.2500;+32.08333;PEG ;O;357.8280;+32.77846
357.828671;+32.028462;356.2500;+31.33333;PEG ;O;357.8287;+32.02846
001.606877;+32.029322;000.0000;+31.33333;PEG ;O;        ;
001.606116;+28.695997;000.0000;+28.00000;PEG ;O;        ;
002.612739;+28.695720;001.0000;+28.00000;PEG ;O;002.6127;+28.69572
002.609914;+22.695729;001.0000;+22.00000;PEG ;O;002.6099;+22.69573
003.740540;+22.695163;002.1250;+22.00000;PEG ;O;003.7405;+22.69516
003.739816;+21.695165;002.1250;+21.00000;PEG ;O;003.7398;+21.69516
003.734011;+13.195180;002.1250;+12.50000;PEG ;O;003.7340;+13.19518
001.603071;+13.196022;000.0000;+12.50000;PEG ;O;        ;
001.602628;+10.696026;000.0000;+10.00000;PEG ;O;        ;
359.097030;+10.695787;357.4999;+10.00000;PEG ;O;359.0970;+10.69579
359.097956;+08.195792;357.4999;+07.50000;PEG ;O;359.0980;+08.19579
342.821351;+08.162165;341.2500;+07.50000;PEG ;O;342.8214;+08.16216
342.842144;+02.662212;341.2500;+02.00000;PEG ;O;342.8421;+02.66221
331.587229;+02.607613;330.0000;+02.00000;PEG ;O;331.5872;+02.60761
331.588714;+02.357618;330.0000;+01.75000;PEG ;O;331.5887;+02.35762
326.587026;+02.325698;325.0000;+01.75000;PEG ;O;326.5870;+02.32570
326.580181;+03.325673;325.0000;+02.75000;PEG ;O;326.5802;+03.32567
323.578692;+03.304397;322.0000;+02.75000;PEG ;O;323.5787;+03.30440
323.584215;+02.554418;322.0000;+02.00000;PEG ;O;323.5842;+02.55442
042.628204;+31.186464;040.7500;+30.66667;PER ;O;042.6282;+31.18646
042.666288;+34.519636;040.7500;+34.00000;PER ;O;042.6663;+34.51964
040.402208;+34.537471;038.5000;+34.00000;PER ;O;040.4022;+34.53747
040.434482;+37.287344;038.5000;+36.75000;PER ;O;040.4345;+37.28734
039.679166;+37.293109;037.7500;+36.75000;PER ;O;039.6792;+37.29311
039.885288;+51.042313;037.7500;+50.50000;PER ;O;039.8853;+51.04231
032.673629;+51.092518;030.6250;+50.50000;PER ;O;032.6736;+51.09252
032.621323;+47.592687;030.6250;+47.00000;PER ;O;032.6213;+47.59269
026.931284;+47.625778;025.0000;+47.00000;PER ;O;026.9313;+47.62578
026.968367;+50.625676;025.0000;+50.00000;PER ;O;026.9684;+50.62568
022.407791;+50.647808;020.5000;+50.00000;PER ;O;022.4078;+50.64781
022.455865;+54.647697;020.5000;+54.00000;PER ;O;022.4559;+54.64770
027.533477;+54.622812;025.5000;+54.00000;PER ;O;027.5335;+54.62281
027.595055;+58.122642;025.5000;+57.50000;PER ;O;027.5951;+58.12264
030.773448;+58.104598;028.6249;+57.50000;PER ;O;030.7734;+58.10460
030.795445;+59.104532;028.6249;+58.50000;PER ;O;030.7954;+59.10453
038.802153;+59.051081;036.4999;+58.50000;PER ;O;038.8022;+59.05108
038.762139;+57.551229;036.4999;+57.00000;PER ;O;038.7621;+57.55123
048.900704;+57.468437;046.5000;+57.00000;PER ;O;048.9007;+57.46844
049.913271;+57.459324;047.5000;+57.00000;PER ;O;049.9133;+57.45932
049.853803;+55.459595;047.5000;+55.00000;PER ;O;049.8538;+55.45959
052.381673;+55.436226;049.9999;+55.00000;PER ;O;052.3817;+55.43623
052.312864;+52.936552;049.9999;+52.50000;PER ;O;052.3129;+52.93655
072.840029;+52.719613;070.3750;+52.50000;PER ;O;072.8400;+52.71961
072.457121;+36.221826;070.3750;+36.00000;PER ;O;072.4571;+36.22183
069.573621;+36.254687;067.5000;+36.00000;PER ;O;069.5736;+36.25469
069.486727;+30.921852;067.5000;+30.66667;PER ;O;069.4867;+30.92185
052.426478;+31.100328;050.5000;+30.66667;PER ;O;052.4265;+31.10033
351.692620;-39.312697;349.9999;-40.00000;PHE ;O;351.6926;-39.31270
351.768455;-56.312608;349.9999;-57.00000;PHE ;O;351.7685;-56.31261
351.778317;-57.812597;349.9999;-58.50000;PHE ;O;351.7783;-57.81260
021.206074;-57.848330;019.9999;-58.50000;PHE ;O;021.2061;-57.84833
021.273113;-52.848479;019.9999;-53.50000;PHE ;O;021.2731;-52.84848
024.967196;-52.865779;023.7499;-53.50000;PHE ;O;024.9672;-52.86578
024.993690;-50.865848;023.7499;-51.50000;PHE ;O;024.9937;-50.86585
028.693088;-50.885848;027.4999;-51.50000;PHE ;O;028.6931;-50.88585
028.738158;-47.552651;027.4999;-48.16667;PHE ;O;028.7382;-47.55265
036.152769;-47.600425;034.9999;-48.16667;PHE ;O;036.1528;-47.60043
036.263841;-39.434158;034.9999;-40.00000;PHE ;O;036.2638;-39.43416
026.350575;-39.372560;025.0000;-40.00000;PHE ;O;026.3506;-39.37256
090.951524;-43.005765;090.0000;-43.00000;PIC ;O;090.9515;-43.00576
075.974206;-42.825521;075.0000;-43.00000;PIC ;O;075.9742;-42.82552
073.482132;-42.796335;072.4999;-43.00000;PIC ;O;073.4821;-42.79634
073.401841;-46.295866;072.4999;-46.50000;PIC ;O;073.4018;-46.29587
068.423858;-46.238758;067.5000;-46.50000;PIC ;O;068.4239;-46.23876
068.362005;-48.738407;067.5000;-49.00000;PIC ;O;068.3620;-48.73841
068.217486;-53.737589;067.5000;-54.00000;PIC ;O;068.2175;-53.73759
075.676751;-53.823765;075.0000;-54.00000;PIC ;O;075.6768;-53.82377
075.547467;-57.323003;075.0000;-57.50000;PIC ;O;075.5475;-57.32300
083.018515;-57.412232;082.5000;-57.50000;PIC ;O;083.0185;-57.41223
082.857313;-60.911258;082.5000;-61.00000;PIC ;O;082.8573;-60.91126
090.344747;-61.002077;090.0000;-61.00000;PIC ;O;090.3447;-61.00208
090.173310;-64.001035;090.0000;-64.00000;PIC ;O;090.1733;-64.00104
098.936906;-64.107020;098.7499;-64.00000;PIC ;O;098.9369;-64.10702
102.702972;-64.151882;102.4999;-64.00000;PIC ;O;102.7030;-64.15188
103.010817;-58.153701;102.4999;-58.00000;PIC ;O;103.0108;-58.15370
097.994779;-58.093838;097.5000;-58.00000;PIC ;O;097.9948;-58.09384
098.113987;-55.094554;097.5000;-55.00000;PIC ;O;098.1140;-55.09455
093.107117;-55.034036;092.5000;-55.00000;PIC ;O;093.1071;-55.03404
093.194082;-52.534564;092.5000;-52.50000;PIC ;O;093.1941;-52.53456
090.693427;-52.504196;090.0000;-52.50000;PIC ;O;090.6934;-52.50420
090.748628;-50.754531;090.0000;-50.75000;PIC ;O;090.7486;-50.75453
342.849639;+00.662229;341.2500;+00.00000;PSC ;O;342.8496;+00.66223
342.842144;+02.662212;341.2500;+02.00000;PSC ;O;342.8421;+02.66221
342.821351;+08.162165;341.2500;+07.50000;PSC ;O;342.8214;+08.16216
359.097956;+08.195792;357.4999;+07.50000;PSC ;O;359.0980;+08.19579
359.097030;+10.695787;357.4999;+10.00000;PSC ;O;359.0970;+10.69579
001.602628;+10.696026;000.0000;+10.00000;PSC ;O;        ;
001.603071;+13.196022;000.0000;+12.50000;PSC ;O;        ;
003.734011;+13.195180;002.1250;+12.50000;PSC ;O;003.7340;+13.19518
003.739816;+21.695165;002.1250;+21.00000;PSC ;O;003.7398;+21.69516
014.414692;+21.676609;012.7500;+21.00000;PSC ;O;014.4147;+21.67661
014.423940;+24.426591;012.7500;+23.75000;PSC ;O;014.4239;+24.42659
012.413371;+24.431899;010.7500;+23.75000;PSC ;O;012.4134;+24.43190
012.442943;+33.681849;010.7500;+33.00000;PSC ;O;012.4429;+33.68185
022.897284;+33.645322;021.1249;+33.00000;PSC ;O;022.8973;+33.64532
022.866279;+28.645399;021.1249;+28.00000;PSC ;O;022.8663;+28.64540
026.764562;+28.626244;025.0000;+28.00000;PSC ;O;026.7646;+28.62624
026.744528;+25.626301;025.0000;+25.00000;PSC ;O;026.7445;+25.62630
026.655590;+10.543230;025.0000;+09.91667;PSC ;O;026.6556;+10.54323
